Author_id,Author,ORCID,Works Count,Cited By Count,2-Year Mean Citedness,H-Index,i10-Index,Last Known Institution,Research Concepts
A5055225891,Paul C. Wassel,,3,12,1.333333333,2,0,University of Florida,"Nuclear magnetic resonance, Genetics, Biochemistry, Biology, Gene, Physics, Organic chemistry, Enzyme, Chemistry, Halophile, Geology, Engineering, Genome, Paleontology, Bacteria, Archaea, Haloferax volcanii, Haloarchaea, Genetic code, Proteasome, Membrane, Chemical engineering, Botany, RNA, Tandem affinity purification"
A5055271608,Melis Gencel,https://orcid.org/0000-0003-4762-5297,3,0,0,0,0,Université de Montréal,"Genetics, Biochemistry, Biology, Gene, Chemistry, Genetic code, Stop codon, Codon usage bias, Phylogenetics, Horizontal gene transfer, Messenger RNA, Synonymous substitution, Genome, Start codon, Phylogenetic tree, Nucleotide, Amino acid, Escherichia coli, DNA, Base sequence, Bioinformatics, Medicine, Evolutionary biology, Microbiology, Environmental health"
A5055446896,Bipasana Shakya,https://orcid.org/0000-0001-6894-2027,3,6,1.5,1,0,Virginia Commonwealth University,"Genetic code, Stop codon, Computer science, Genetics, Biochemistry, Bioinformatics, RNA, Computational biology, Biology, Ribosome, Gene, Messenger RNA, Translation (biology), Transfer RNA, Chemistry, Amino acid, DNA, Protein biosynthesis, Political science, Information retrieval, Media studies, Open reading frame, ENCODE, Telecommunications, Codon usage bias"
A5057057237,Thomas H Kapral,https://orcid.org/0000-0002-8225-077X,3,69,20,2,1,Vienna Biocenter,"Genetics, Biochemistry, RNA, Computational biology, Biology, Gene, Messenger RNA, Chemistry, RNA-binding protein, Binding site, Translation (biology), Amino acid, DNA, Genetic code, Ecology, Nucleic acid, Computer science, Plasma protein binding, Botany, Bioinformatics, Nucleobase, ENCODE, Stereochemistry, Medicine, Evolutionary biology"
A5057229351,Takanori Oba,,3,106,0,2,2,Nagoya University,"Genetic code, Genetics, Biochemistry, RNA, Biology, Gene, Messenger RNA, Translation (biology), Transfer RNA, Chemistry, Amino acid, DNA, Eukaryotic translation, Stop codon, Open reading frame, Missense mutation, Codon usage bias, Ribosome, Nonsense mutation, P-site, Phenotype, Genome, Peptide sequence, Start codon, Mutation"
A5058010347,Itay Fayerverker,,3,4,3,1,0,Technion – Israel Institute of Technology,"Genetic code, Genetics, Biochemistry, RNA, Computational biology, Biology, Gene, Messenger RNA, Translation (biology), Aminoacylation, Transfer RNA, Chemistry, Nucleotide, Amino acid, DNA, Computer science, EF-Tu, Ribosome, Coding region, Set (abstract data type), Programming language, Code (set theory), Aminoacyl tRNA synthetase"
A5058128220,Natalie Jing,,3,57,0,2,2,Yale University,"Genetics, Biochemistry, Computational biology, Biology, Gene, Chemistry, Genetic code, Plasmid, Genome, Amino acid, DNA, Stop codon, RNA, Ribosomal RNA, Phylogenetics, Horizontal gene transfer, Messenger RNA, Translation (biology), Transfer RNA, Phylogenetic tree, Escherichia coli"
A5058658914,Ikuya Matsuzawa,https://orcid.org/0009-0008-1622-5091,3,142,0,1,1,The University of Tokyo,"Biochemistry, Biology, Chemistry, Genetics, RNA, Cell biology, Gene, Physics, Transfer RNA, Organic chemistry, Astronomy, Earth science, Crystallography, Genetic code, Mitochondrial DNA, Condensed matter physics, Mitochondrion, Chemical engineering, Nuclear magnetic resonance, Optoelectronics, Oxidative phosphorylation, Doping, Quantum mechanics, Computational biology, Non-blocking I/O"
A5058714211,Monika J. Bhatt,,3,107,0,3,2,"University of Maryland, Baltimore County","Genetics, Biochemistry, RNA, Biology, Gene, Messenger RNA, Translation (biology), Transfer RNA, Chemistry, Codon usage bias, Genome, DNA, Eukaryotic Small Ribosomal Subunit, Protein biosynthesis, Genetic code, Ribosomal protein, 18S ribosomal RNA, Speed wobble, 30S, Quantum mechanics, Ribosomal RNA, Classical mechanics, Ribosome, Cell biology, Protein subunit"
A5059293303,Sanjay Mondal,,3,4,0,2,0,Indian Institute of Science Bangalore,"Biochemistry, Biology, Chemistry, Genetics, RNA, Gene, Mutant, Protein biosynthesis, Genetic code, Stop codon, Nuclear magnetic resonance, Medicine, Ribosome, Zoology, Messenger RNA, Physics, Internal medicine, Phenotype, Endocrinology, Chromosomal translocation, Elongation factor, Translation (biology), Biotechnology, Molecular biology, Transfer RNA"
A5059519665,Natacha Beck,,3,38,0,2,2,Université de Montréal,"Biology, Genetics, Biochemistry, Computational biology, Gene, Genome, Chemistry, Genetic code, Ecology, Mitochondrial DNA, Mitochondrion, Computer science, Linguistics, Botany, Bioinformatics, RNA, Chloroplast, Evolutionary biology, Genome project, Plastid, Intron, Cell biology, Gene prediction, Messenger RNA, Identification (biology)"
A5059629619,Paul Dennison,,3,222,0,3,3,University of St Andrews,"Genetics, Biochemistry, Biology, Gene, Mutant, Chemistry, Saccharomyces cerevisiae, Yeast, Botany, Microbiology, Cell biology, Candida albicans, Genetic code, Phosphorylation, Dermatology, Plasmid, ATPase, Food science, Cre-Lox recombination, Selectable marker, Chromatography, Nuclear magnetic resonance, Computational biology, Medicine, Codon usage bias"
A5059807818,Ashley K. Grahn,,3,6,2.5,1,0,Tango Therapeutics (United States),"Genetics, Biochemistry, Computational biology, Medicine, Biology, Gene, Chemistry, Immunology, Nuclear magnetic resonance, Physics, Molecular biology, Virology, Antibody, Materials science, Capsid, Escherichia coli, Virus, Genetic code, Combinatorial chemistry, Bioconjugation, Orthodontics, Recombinant DNA, Computer science, Structural engineering, Mechanical engineering"
A5059904450,Raguin,,3,0,0,0,0,N/A,"Genetics, Biology, Protein biosynthesis, Genetic code, Ecology, Stop codon, Mathematics, Recombinant DNA, Computer science, Nuclear magnetic resonance, Scalability, Biochemistry, Computational biology, Medicine, Database, Codon usage bias, Zoology, Gene, Messenger RNA, Anatomy, Heterologous expression, Operating system, EPIC, Physics, Literature"
A5060014786,Silke Palzer,,3,158,0,3,3,University of Stuttgart,"Genetics, Biochemistry, Biology, Chemistry, Protein–protein interaction, Computer science, Quantum mechanics, Medicine, Cell biology, History, Gene, Physics, Archaeology, Organic chemistry, Programming language, Geography, Amino acid, Contact angle, Microfluidics, Surface tension, Computer hardware, Genetic code, Biophysics, Capillary number, Molecule"
A5060056688,Mareike Hemberger,,3,58,23,2,1,Leipzig University,"Genetics, Biochemistry, Signal transduction, Medicine, Biology, Cell biology, Internal medicine, G protein-coupled receptor, Receptor, Chemistry, Biophysics, Mathematics, Quantum mechanics, Adhesion, Gene, Statistics, Physics, Composite material, Economics, Organic chemistry, Management, Materials science, Agonist, Flexibility (engineering), Genetic code"
A5060551791,Dong Jie Sun,,3,16,0,2,1,Chinese Academy of Agricultural Sciences,"Genetics, Biochemistry, Biology, Gene, Chemistry, Medicine, Missense mutation, Codon usage bias, Phenotype, Synonymous substitution, Genome, Mutation, Genetic code, GC-content, Nuclear magnetic resonance, Bioinformatics, Structural engineering, RNA, Mechanical engineering, History, Electrical engineering, Optometry, Physics, Geology, Engineering"
A5060624024,Dan Neufeld,,3,29,0,2,2,University of South Dakota,"Genetics, Biochemistry, Biology, Chemistry, Medicine, Cell biology, Gene, Internal medicine, Radiology, Pathology, Perfusion, Cardiology, Apoptosis, TUNEL assay, Immunology, Immunohistochemistry, Genetic code, Andrology, Computer network, Morphogenesis, Computer science, Computational biology, Multicellular organism, Environmental health, Messenger RNA"
A5060666092,Lu Hao,,3,59,0,2,2,Qilu University of Technology,"Genetics, Biochemistry, Biology, Chemistry, Computational biology, Medicine, Gene, Internal medicine, Receptor, Amino acid, DNA, Immune system, Genetic code, Phosphorylation, Mutagenesis, Metalloprotein, Sequence space, Mathematics, Computer science, Membrane, TRIF, Sequence alignment, Nuclear magnetic resonance, Signal transduction, Cell biology"
A5061494075,Kweku Kom Amfoh,,3,10,0,2,0,N/A,"Mathematics, Computer science, Statistics, Genetics, Biochemistry, Biology, Gene, Chemistry, Astronomy, Categorical variable, Genetic code, Social deprivation, Political science, Relation (database), Chromosome, Linkage (software), Astrophysics, Economic growth, Computational biology, Database, Evolutionary biology, Codon usage bias, Bayesian probability, Machine learning, Physics"
A5061542987,Alexandra Rudolph,https://orcid.org/0000-0002-4259-7816,3,6,0,1,0,Harvard University,"DNA sequencing, Genetics, Biochemistry, Computational biology, Biology, CRISPR, Gene, Cas9, Genome, Genome editing, Genome engineering, Chemistry, DNA, Plasmid, Recombineering, Homologous recombination, Escherichia coli, Genetic code, Bioinformatics, Synthetic biology, Amino acid"
A5061659558,Roberto Zanchi,,3,123,0,2,2,MRC Laboratory of Molecular Biology,"Genetics, Biochemistry, Biology, Gene, Chemistry, Ecology, Membrane, Medicine, Cell biology, Geology, Vesicle, Paleontology, Molecular biology, Protein biosynthesis, Brush border, Genetic code, Biophysics, Function (biology), Secretion, Motility, Botany, RNA, Computational biology, Evolutionary biology, Vacuole"
A5061739784,S. A. Gaydukova,,3,4,0,1,0,Lomonosov Moscow State University,"Genetics, Biochemistry, Evolutionary biology, Biology, Gene, Chemistry, Genetic code, Frameshift mutation, Exon, Open reading frame, RNA, Ribosome, Translational frameshift, Messenger RNA, Geology, Phenotype, Genome, Translation (biology), Paleontology, Peptide sequence, Mutation, Amino acid, DNA, Negative selection, Ecology"
A5062027551,O. P. Khandelwal,,3,4,0,1,0,N/A,"Biology, Genetics, Biochemistry, Medicine, Anatomy, Engineering, Chemistry, Geometry, Genetic code, Connection (principal bundle), Nuclear chemistry, Computer network, Food science, Mathematics, Computer science, Chemical engineering, Chromatography, Histology, Structural engineering, RNA, Telecommunications, Evolutionary biology, Mechanical engineering, Gene, Physics"
A5062035350,Rousset Jp,,3,132,0,1,1,University of Paris-Sud,"Genetics, Biochemistry, Biology, Gene, Chemistry, Stop codon, Medicine, Internal medicine, Amino acid, Genetic code, Bioinformatics, RNA, Missense mutation, Cell culture, Codon usage bias, Ribosome, Microbiology, History, Nonsense mutation, Geology, Phenotype, Surgery, Genome, Paleontology, Transfer RNA"
A5062499638,Béatrice Lemeignan,,3,60,0,2,2,University of Paris-Sud,"Biology, Chemistry, Genetics, Biochemistry, Medicine, Gene, Internal medicine, Mutant, Amino acid, Genetic code, Mutagenesis, Auxotrophy, Null allele, Activator (genetics), Cell biology, Cancer, Thymidylate synthase, Phenotype, Surgery, Molecular biology, Homology (biology), Receptor, Allele, In vitro, Mutation"
A5062922590,Elizabeth J. Bruce,,3,115,0,3,2,"University of California, Davis","Biology, Political science, Computer science, World Wide Web, Library science, Law, Citation, Genetic code, Psychology, Ecology, Anthropology, Medical physics, Art history, Genealogy, Genetics, Biochemistry, Botany, Bioinformatics, Medicine, Evolutionary biology, Zoology, History, Gene, Physics, Internal medicine"
A5063419668,Sylvers La,,3,1,0,1,0,N/A,"Genetics, Biochemistry, RNA, Biology, Gene, Chemistry, Transfer RNA, Genetic code, Ribosomal protein, 18S ribosomal RNA, 30S, Ribosomal RNA, 50S, Computational biology, Ribosome, Protein subunit, Eukaryotic Large Ribosomal Subunit, Aminoacylation, Molecular biology, Phylogenetic tree, Amino acid, Escherichia coli, DNA, Ribonuclease, Yeast"
A5063486471,R. P. Piskun,https://orcid.org/0000-0001-5982-2920,3,0,0,0,0,N/A,"Biology, Genetics, Field (mathematics), Genetic code, Psychology, Ecology, Relation (database), Mathematics, Computer science, Biochemistry, Engineering ethics, RNA, Computational biology, Database, Evolutionary biology, Gene, Data mining, Geology, Engineering, Organism, Genome, Paleontology, Transfer RNA, Chemistry, Pure mathematics"
A5063511252,Wegner Sa,,3,82,0,2,1,N/A,"Genetics, Biology, Biochemistry, Medicine, Gene, Internal medicine, Viral load, Pathology, Virology, Antibody, Chemistry, Immunology, Family medicine, Virus, Human immunodeficiency virus (HIV), Genetic code, Psychology, Stop codon, Mathematics, Computational biology, Cohort, Missense mutation, In situ hybridization, Codon usage bias, Germinal center"
A5063675758,Jürgen Fuchs,,3,0,0,0,0,N/A,"Computer science, Biology, Physics, Chemistry, Genetic code, Humanities, Psychology, Political science, Ecology, Pedagogy, Acoustics, Mathematics, Mathematical physics, Genetics, Biochemistry, Molecular dynamics, Quantum mechanics, Computational biology, Classical mechanics, Plasma, Gene, Particle physics, Oceanography, Supersymmetry, Geology"
A5064987549,Nikita Shebanov,,3,15,9,1,1,Skolkovo Institute of Science and Technology,"Genetics, Biochemistry, Computational biology, Biology, Cell biology, Gene, Chemistry, Fracture (geology), Effector, RNA, Medicine, CRISPR, Geology, Engineering, Cas9, Genome, Genome editing, Paleontology, Composite material, Cleavage (geology), Geotechnical engineering, Materials science, Immunology, DNA, Genetic code"
A5065151691,Nicholas Purser,,3,35,0,2,2,"University of Nevada, Las Vegas","Ubiquitin, Genetics, Biochemistry, Biology, Gene, Chemistry, Cell biology, Physics, Ubiquitin ligase, Organic chemistry, Ubiquitin-Protein Ligases, Biophysics, Nuclear magnetic resonance, Stereochemistry, Cullin, Astronomy, Genetic code, Neddylation, Quantum mechanics, Mechanism (biology), Epistemology, Philosophy, Composite material, Enzyme, Ubiquitin-conjugating enzyme"
A5065244017,Jonathan S. Trimble,,3,53,21,1,1,University of Manchester,"Genetics, Biochemistry, Biology, Physics, Nanotechnology, Organic chemistry, Chemistry, Materials science, Genetic code, Electrode, Combinatorial chemistry, Electrochemistry, Quantum mechanics, Reaction mechanism, Gene, Enantioselective synthesis, Physical chemistry, Ionic liquid, Catalysis, Biocatalysis, Amino acid, DNA, Enantiomer, Psychology, Pedagogy"
A5066812402,G. Mastrocinque,,3,32,0,2,1,Casio (Japan),"Genetics, Biochemistry, Computational biology, Biology, Gene, Chemistry, Open reading frame, Coding region, Reading frame, Peptide sequence, Amino acid, DNA, Genetic code, Stop codon, Nuclear magnetic resonance, RNA splicing, RNA, Polymerase, Intron, Polynucleotide, Coding strand, Physics, Molecular biology, Organic chemistry, Enzyme"
A5066995623,Panagiotis Poulis,,3,6,1.666666667,1,0,N/A,"Stop codon, Frameshift mutation, Exon, Open reading frame, Genetics, Biochemistry, RNA, Biology, Ribosome, Translational frameshift, Gene, Messenger RNA, Phenotype, Translation (biology), Transfer RNA, Peptide sequence, Chemistry, Mutation, Amino acid, Genetic code, T arm, Ribosomal RNA, A-site, P-site, Binding site"
A5067424168,W. J. M. F. Collis,,3,9,0,1,0,N/A,"Physics, Geology, Chemistry, Biochemistry, Deuterium, Quantum mechanics, Biology, Organic chemistry, Atomic physics, Nuclear physics, Enthalpy, Finance, Genetic code, Electrode, Ecology, Acoustics, Intermetallic, Computer science, Chromatography, Cathode, Genetics, Botany, Electrolyte, Computational biology, Evolutionary biology"
A5067725209,JC Biro,,3,84,0,1,1,PLUS Foundation,"Genetics, Biochemistry, Biology, Gene, Peptide sequence, Chemistry, Nucleic acid, Computational biology, Amino acid, Protein sequencing, Genetic code, Geochemistry, Protein structure prediction, Computer vision, Computer science, Sequence database, Chemical engineering, Nuclear magnetic resonance, Open reading frame, Protein structure, Bioinformatics, Quantum mechanics, Codon usage bias, Cell biology, Similarity (geometry)"
A5068199255,Nana Tserodze,,3,1,0,1,0,Tbilisi State University,"Biology, Chemistry, Biochemistry, Organic chemistry, Food science, Genetics, Amino acid, Agronomy, Taste, Genetic code, Psychology, Ecology, Hydrolysate, Toxicology, Maillard reaction, Environmental science, Aflatoxin, Linguistics, Botany, Complete protein, Medicine, Pollutant, Mycotoxin, Hydrolysis, History"
A5068797335,E. Hern,,3,3,0,1,0,Universidad Autónoma Metropolitana,"Genetic code, Integral equation, Applied mathematics, Mathematics, Computer science, Numerical analysis, DNA sequencing, Genetics, Biochemistry, Boundary (topology), Quantum mechanics, Noncoding DNA, RNA, Diffusion, Computational biology, Scheme (mathematics), Evolutionary biology, Biology, Intron, Thermodynamics, Gene, Physics, Mathematical analysis, Genome, Boundary value problem"
A5068864015,Monro Re,,3,106,0,1,1,N/A,"Genetics, Biochemistry, RNA, Biology, Gene, Chemistry, Ribosome, Cell biology, Genetic code, Nuclear magnetic resonance, Ribosomal RNA, Computational biology, Medicine, Microbiology, Messenger RNA, P-site, Physics, Eukaryotic Ribosome, Pathology, Translation (biology), Transfer RNA, Regeneration (biology), Organic chemistry, Enzyme, Antibiotics"
A5069345606,Anthony G. Petropoulos,,3,14,0,1,1,University of Piraeus,"Computer science, Chemistry, Programming language, Inter-domain, Genetic code, Nuclear chemistry, Electrode, Political science, Source-specific multicast, Artificial life, Electronic engineering, Computer network, Multicast, Computer security, Distance Vector Multicast Routing Protocol, Source code, Protocol Independent Multicast, Electrochemistry, Genetics, Biochemistry, Quantum mechanics, Electrolyte, Routing (electronic design automation), Biology, History"
A5069473282,Bradley Vincent,,3,0,0,0,0,N/A,"Biology, Medicine, Internal medicine, Endocrinology, Chemistry, Physical therapy, Protein biosynthesis, Genetic code, T arm, Composition (language), Linguistics, Genetics, Biochemistry, RNA, Computational biology, Ribosome, Cell biology, Physical medicine and rehabilitation, Gene, Messenger RNA, Physics, Literature, Philosophy, Animal science, Art"
A5069975794,Ibrahim Aa,,3,0,0,0,0,N/A,"Algorithm, Mathematics, Computer science, Linear code, Error floor, Decoding methods, Low-density parity-check code, Telecommunications, Concatenated error correction code, Statistics, Discrete mathematics, Engineering, Block code, Set (abstract data type), Programming language, Code (set theory), Computer hardware, Genetic code, Algebra representation, Boolean algebra, Boolean algebras canonically defined, Genetics, Biochemistry, Quantum mechanics, Systematic code"
A5070077406,Alex J. Eddins,,3,18,3.5,1,1,Oregon State University,"Genetics, Biochemistry, RNA, Biology, Gene, Transfer RNA, Chemistry, Amino acid, Biophysics, Fluorescence-lifetime imaging microscopy, Quantum mechanics, Fluorescence, Förster resonance energy transfer, Optics, Physics, Green fluorescent protein, Mutant, Quantum yield, Fluorescent protein, Genetic code, Plasmid, DNA, Aminoacyl tRNA synthetase"
A5070180336,Carolin A. Aldinger,,3,34,0,3,2,University of Freiburg,"Genetics, Biochemistry, RNA, Biology, Gene, Messenger RNA, Translation (biology), Transfer RNA, Chemistry, Wobble base pair, Amino acid, Protein biosynthesis, Genetic code, Mitochondrion, Speed wobble, Quantum mechanics, Computational biology, Classical mechanics, Codon usage bias, Cell biology, Physics, Genome, Aminoacylation, Molecular biology, Base pair"
A5070361065,Michaela Svobodová,,3,22,2,2,1,Biology Centre of the Czech Academy of Sciences,"Genetics, Biochemistry, Medicine, Biology, Gene, Chemistry, Ecology, Cell biology, Host (biology), Geology, Paleontology, Immunology, Bacteria, Trypanosoma brucei, Genetic code, Stop codon, RNA editing, Transmembrane protein, Mitochondrion, Computer science, Nuclear magnetic resonance, Sympatric speciation, RNA, Chloroplast, Parasite hosting"
A5070445854,Katarína Jatzová,,3,62,0,3,2,Comenius University Bratislava,"Chemistry, Biochemistry, Biology, Nuclear magnetic resonance, Genetics, Evolutionary biology, Gene, Physics, Geology, Composite material, Organic chemistry, Materials science, Genetic code, Ion-mobility spectrometry, Geochemistry, Nuclear gene, Mitochondrial DNA, Zygote, Mathematics, Chemical engineering, Chromatography, Chemical ionization, Botany, Quantum mechanics, Computational biology"
A5070942884,Joan M. Robertson,,3,45,0,3,2,University of Auckland,"Nuclear magnetic resonance, Genetics, Biochemistry, RNA, Biology, Gene, Physics, Transfer RNA, Organic chemistry, Enzyme, Chemistry, Amino acid, Yeast, Phosphorylation, Cell biology, Nucleotide, Escherichia coli, Serine, Genetic code, RNase P, Chromatography, Stereochemistry, Elution, Fractionation, Ribonucleotide"
A5071052795,Kenya Tajima,,3,116,4,3,2,The University of Tokyo,"Genetics, Biochemistry, Biology, Gene, Messenger RNA, Physics, Translation (biology), Chemistry, Amino acid, Protein biosynthesis, Genetic code, Nuclear magnetic resonance, RNA, Molecular biology, Transfer RNA, DNA, Peptide, Stop codon, Acoustics, Peptide bond, Elongation, Ribosomal RNA, Computational biology, Stereochemistry, Ribosome"
A5071221213,Ivan Cherepashuk,https://orcid.org/0000-0002-5681-7242,3,34,4.5,2,1,Charles University,"Genetics, Biochemistry, Computational biology, Biology, Gene, Physics, Chemistry, Amino acid, Crystallography, Genetic code, Linguistics, Nuclear magnetic resonance, Structural engineering, Stereochemistry, Mechanical engineering, Cell biology, History, Globular protein, Alphabet, Electrical engineering, Geology, Engineering, Philosophy, Paleontology, Archaeology"
A5071443864,José Antonio Escudero Garcia-Calderon,,3,0,0,0,0,Universidad Complutense de Madrid,"Biology, Chemistry, Genetics, Biochemistry, Quantum mechanics, Computational biology, Physics, DNA, Astronomy, Genetic code, Psychology, Molecule, Computer science, Linguistics, Communication, Medicine, Microbiology, Cell biology, Gene, Messenger RNA, Geology, Philosophy, Surgery, Sociology, Translation (biology)"
A5071901873,L. D.S. Abel,,3,5,0,1,0,N/A,"Computer science, Genetics, Biochemistry, Computational biology, Biology, Philosophy, Chemistry, DNA, Genetic code, Psychology, Information retrieval, Nucleic acid, Linguistics, Source code, Communication, RNA, Gene, Aesthetics, Operating system, Art, Sociology, Set (abstract data type), Transcription (linguistics), Programming language, Comprehension"
A5072458280,Gourgand Jm,,3,3,0,1,0,N/A,"Genetic code, Computer science, Linguistics, Genetics, Biochemistry, Medicine, Selection (genetic algorithm), Biology, Gene, Machine learning, Philosophy, Artificial intelligence, Set (abstract data type), Chemistry, Programming language, Amino acid, DNA, Code (set theory), Vocabulary, Astronomy, Computer security, Chromatography, Astrophysics, Conjunction (astronomy), Theoretical computer science"
A5072726698,James C. LaceyJr.,,3,22,0,2,1,Iowa State University,"Biology, Chemistry, Genetic code, Genetics, Biochemistry, Gene, Epistemology, Philosophy, Amino acid, DNA, Biophysics, Psychology, Ecology, Nucleic acid, Theology, Computer science, Membrane, RNA, Computational biology, Evolutionary biology, Astrobiology, Environmental ethics, Internet privacy, Operating system, Polynucleotide"
A5072847747,S. Iida,,3,148,0,3,3,University of Basel,"Transposable element, Genetics, Biochemistry, Biology, Gene, Genome, Mutant, Chemistry, Escherichia coli, DNA, Bacteriophage, Plasmid, Prophage, DNA polymerase, Genetic code, Chromosome, Nuclear magnetic resonance, Inverted repeat, Circular bacterial chromosome, DNA replication, Physics, Lysogenic cycle, Molecular biology, Insertion sequence, Point mutation"
A5073042102,Shantha Perera,,3,3,0,1,0,"Birkbeck, University of London","Genetics, Biochemistry, Biology, Gene, Mutant, Chemistry, Mutation, Aspergillus nidulans, Protein biosynthesis, RNA, Computational biology, Ribosome, Messenger RNA, Translation (biology), Molecular biology, Physical therapy, Eukaryotic translation, EIF4EBP1, Genetic code, Eukaryotic translation initiation factor 4 gamma, Botany, Initiation factor, Quantum mechanics, Medicine, Evolutionary biology"
A5073307236,Folk Wr,,3,61,0,2,1,N/A,"Genetics, Biochemistry, Biology, Gene, Chemistry, Psychology, Immune system, Genetic code, RNase P, Phosphorylation, Stop codon, Stimulation, MAPK/ERK pathway, Bioinformatics, Signal transduction, RNA, Computational biology, Medicine, Social psychology, Nucleic acid sequence, Codon usage bias, Microbiology, Cell biology, Pharmacology, Environmental health"
A5074541939,Vinay Chaitanya Poodari,,3,58,15,2,1,"University of California, Santa Cruz","DNA sequencing, Genetics, Biochemistry, RNA, Computational biology, Biology, Gene, Nanopore sequencing, Genome, Transfer RNA, Chemistry, DNA, Minion, Chemical engineering, Engineering, Nanopore, Nanotechnology, Materials science, Sequence (biology), Genetic code, Messenger RNA, Translation (biology), Nucleotide, Amino acid, Pseudouridine"
A5074674965,Albert Štambuk,,3,3,0,1,0,N/A,"Computer science, Algorithm, Mathematics, Genetics, Biochemistry, Biology, Gene, Chemistry, Genetic code, Exon, Linguistics, Probabilistic logic, Truth table, Transversion, Theoretical computer science, Statistics, Epistemology, Tree (set theory), Combinatorics, Mathematical analysis, Philosophy, Artificial intelligence, Phylogenetic tree, Programming language, Mutation"
A5074837770,Emily P McHugh,,3,35,0,2,2,University of Sheffield,"Genetics, Biochemistry, Biology, Gene, Chemistry, Protein biosynthesis, RNA, Ribosome, Cell biology, Messenger RNA, Translation (biology), Molecular biology, Ribosome profiling, Amino acid, Pentose phosphate pathway, Genetic code, Glycolysis, Metabolomics, Linguistics, Chromatography, Nuclear magnetic resonance, Bioinformatics, Metabolism, Computational biology, Medicine"
A5075046661,Sandra Blanchet,,3,129,0,2,2,Max Planck Institute for Biophysical Chemistry,"Stop codon, Genetics, Biochemistry, RNA, Biology, Gene, Transfer RNA, Chemistry, Amino acid, Open reading frame, Computational biology, Ribosome, Messenger RNA, Translation (biology), Peptide sequence, Mutation, DNA, Protein biosynthesis, Genetic code, Phosphorylation, Mutagenesis, Nuclear magnetic resonance, RNA splicing, Nonsense-mediated decay, Missense mutation"
A5075518475,Huawei Yi,,3,12,2,2,0,Yangtze University,"Genetics, Biochemistry, Biology, Gene, Chemistry, Genetic code, Amino acid, DNA, Mutagenesis, Active site, Nuclear magnetic resonance, Bioinformatics, RNA, Computational biology, Medicine, Codon usage bias, Microbiology, Proteome, Physics, Geology, Genome, Mutant, Gene expression, Biotechnology, Paleontology"
A5075861841,Chae‐Eun Kim,,3,17,0,1,1,Dongguk University,"Genetics, Biochemistry, Biology, Gene, Chemistry, Genetic code, Stop codon, Open reading frame, Bioinformatics, Codon usage bias, Genome, Reading frame, Peptide sequence, Amino acid, DNA, Degeneracy (biology), Recombinant DNA, Nuclear magnetic resonance, Metalloproteinase, RNA, Computational biology, Medicine, Reprogramming, Mechanical engineering, Cell biology"
A5076146827,Валерий Павлович Васильев,,3,0,0,0,0,N/A,"Genetics, Biochemistry, Biology, Chemistry, Genetic code, Computer science, Membrane, Physiology, RNA, Hormone, Medicine, Ribosome, Ribonucleotide, Gene, Internal medicine, Endocrinology, Nucleotide, Amino acid, Thyroid, DNA, Phospholipid, Thyroid hormones"
A5076227888,Noa Segev,,3,0,0,0,0,N/A,"Computer science, Chemistry, Function (biology), Genetics, Biochemistry, Quantum mechanics, Evolutionary biology, Biology, Cell biology, Optics, Physics, Electron, Nanotechnology, Nuclear physics, Materials science, Programming language, Protein biosynthesis, Genetic code, Biophysics, Cryo-electron microscopy, Nuclear magnetic resonance, Atom (system on chip), Engineering physics, RNA, Computational biology"
A5076538194,Ribas de Pouplana L,,3,62,0,2,2,Scripps Research Institute,"Genetics, Biochemistry, RNA, Biology, Gene, Chemistry, Nuclear magnetic resonance, Computational biology, Physics, Transfer RNA, DNA, Genetic code, Biophysics, Ecology, Relation (database), Computer science, Database, Zoology, History, Data mining, Geology, Mutant, Paleontology, Archaeology, Set (abstract data type)"
A5076840939,Sang Yeul Lee,,3,53,0,2,2,Sogang University,"Biochemistry, Biology, Chemistry, Combinatorial chemistry, Quantum mechanics, Stereochemistry, Intramolecular force, Physics, Medicinal chemistry, Catalysis, Organic chemistry, Nucleophile, Indoline, Ring (chemistry), Finance, Genetic code, Political science, Reagent, Genetics, Gene, Business, Physical chemistry, Economics, Law, Amino acid"
A5076966684,Jenifer Villegas,,3,29,0,1,1,Austral University of Chile,"Genetics, Biochemistry, Quantum mechanics, Medicine, Biology, Physics, Internal medicine, Receptor, Chemistry, Biophysics, Membrane, Ion channel, Molecular dynamics, Fluorescence, Optics, Computational chemistry, Transient receptor potential channel, TRPV1, TRPM8, Mean squared displacement, Protein biosynthesis, Genetic code, Psychology, Stop codon, Stimulation"
A5077187959,省三 大沢,,3,0,0,0,0,N/A,"Genetics, Biochemistry, RNA, Biology, Gene, Chemistry, Nuclear magnetic resonance, Computational biology, Physics, Transfer RNA, Organic chemistry, Enzyme, DNA, Genetic code, Stop codon, Computer science, RNA-dependent RNA polymerase, Ribosomal RNA, RNA polymerase III, Evolutionary biology, Polymerase, Ribosome, Set (abstract data type), Programming language, Amino acid"
A5077297865,Kai-Neng Chuang,,3,4,0,1,0,"Institute of Molecular Biology, Academia Sinica","Genetics, Biochemistry, Medicine, Biology, Gene, Internal medicine, Chemistry, Proteomics, Computational biology, Cancer, Cancer research, Biomarker, Genetic code, Ecology, Stop codon, Programmed cell death, Nuclear magnetic resonance, Potency, Botany, RNA, Cancer cell, Identification (biology), Physics, Radiology, Endocrinology"
